Cluster,screenPageViews,activeUsers,engagedSessions,engagementRate,averageSessionDuration,eventCount,Number of Pages
0,9.512264150943397,7.488679245283019,7.55377358490566,0.9404761509312355,116.17038593492695,22.62264150943396,1060
1,7221.0,4680.2,1456.0,0.3769268921540816,97.34353339828606,21768.8,5
2,37.74009900990099,33.1720297029703,13.25,0.2624621114954215,18.887353765974773,114.38985148514851,808
